anno,anno_tipo,ateneo_codice,ateneo,sesso,indicatore,valore
2010,accademico,3801,Ferrara,F,iscritti,10459
2010,accademico,3801,Ferrara,M,iscritti,8290
2011,accademico,3801,Ferrara,F,iscritti,10132
2011,accademico,3801,Ferrara,M,iscritti,7983
2012,accademico,3801,Ferrara,F,iscritti,9531
2012,accademico,3801,Ferrara,M,iscritti,7583
2013,accademico,3801,Ferrara,F,iscritti,8962
2013,accademico,3801,Ferrara,M,iscritti,7324
2014,accademico,3801,Ferrara,F,iscritti,8812
2014,accademico,3801,Ferrara,M,iscritti,7155
2015,accademico,3801,Ferrara,F,iscritti,8609
2015,accademico,3801,Ferrara,M,iscritti,7150
2016,accademico,3801,Ferrara,F,iscritti,8726
2016,accademico,3801,Ferrara,M,iscritti,7036
2017,accademico,3801,Ferrara,F,iscritti,10665
2017,accademico,3801,Ferrara,M,iscritti,7918
2018,accademico,3801,Ferrara,F,iscritti,11910
2018,accademico,3801,Ferrara,M,iscritti,8574
2019,accademico,3801,Ferrara,F,iscritti,13532
2019,accademico,3801,Ferrara,M,iscritti,9368
2020,accademico,3801,Ferrara,F,iscritti,15090
2020,accademico,3801,Ferrara,M,iscritti,10200
2021,accademico,3801,Ferrara,F,iscritti,15829
2021,accademico,3801,Ferrara,M,iscritti,10455
2022,accademico,3801,Ferrara,F,iscritti,15780
2022,accademico,3801,Ferrara,M,iscritti,10394
2023,accademico,3801,Ferrara,F,iscritti,16183
2023,accademico,3801,Ferrara,M,iscritti,10554
2024,accademico,3801,Ferrara,F,iscritti,16507
2024,accademico,3801,Ferrara,M,iscritti,10594
2001,solare,3801,Ferrara,F,laureati,874
2001,solare,3801,Ferrara,M,laureati,681
